customerID,total_returns,total_orders,return_rate,customer_return_behavior
53767,9,12,0.75,high
53774,2,2,1.0,high
53777,0,3,0.0,low
53778,2,2,1.0,high
53780,1,2,0.5,moderately high
53781,1,1,1.0,high
53782,0,1,0.0,low
53788,1,1,1.0,high
53789,0,1,0.0,low
53791,2,4,0.5,moderately high
53792,0,2,0.0,low
53793,1,3,0.3333333333333333,moderately low
53795,0,2,0.0,low
53797,5,5,1.0,high
53798,0,1,0.0,low
53799,1,3,0.3333333333333333,moderately low
53800,3,5,0.6,moderately high
53801,3,5,0.6,moderately high
53802,11,18,0.6111111111111112,moderately high
53803,3,5,0.6,moderately high
53804,1,3,0.3333333333333333,moderately low
53805,4,10,0.4,moderately low
53807,24,29,0.8275862068965517,high
53808,0,1,0.0,low
53809,0,3,0.0,low
53811,1,2,0.5,moderately high
53813,2,2,1.0,high
53814,6,7,0.8571428571428571,high
53815,1,1,1.0,high
53816,2,4,0.5,moderately high
53818,0,2,0.0,low
53819,1,2,0.5,moderately high
53820,5,6,0.8333333333333334,high
53822,0,5,0.0,low
53823,1,5,0.2,low
53824,2,3,0.6666666666666666,moderately high
53825,2,4,0.5,moderately high
53826,1,1,1.0,high
53827,2,7,0.2857142857142857,moderately low
53828,1,2,0.5,moderately high
53830,3,5,0.6,moderately high
53831,1,1,1.0,high
53832,5,10,0.5,moderately high
53833,1,7,0.14285714285714285,low
53835,1,3,0.3333333333333333,moderately low
53841,1,3,0.3333333333333333,moderately low
53849,0,1,0.0,low
53850,0,1,0.0,low
53853,0,1,0.0,low
53854,0,4,0.0,low
53855,0,1,0.0,low
53863,0,1,0.0,low
53865,1,5,0.2,low
53866,1,3,0.3333333333333333,moderately low
53869,6,11,0.5454545454545454,moderately high
53871,0,1,0.0,low
53873,0,1,0.0,low
53875,0,3,0.0,low
53876,1,2,0.5,moderately high
53880,0,3,0.0,low
53882,1,3,0.3333333333333333,moderately low
53883,3,10,0.3,moderately low
53886,3,4,0.75,high
53887,0,2,0.0,low
53888,0,3,0.0,low
53889,0,1,0.0,low
53890,1,3,0.3333333333333333,moderately low
53892,6,6,1.0,high
53893,2,8,0.25,moderately low
53895,0,1,0.0,low
53896,6,6,1.0,high
53897,1,4,0.25,moderately low
53898,1,12,0.08333333333333333,low
53899,1,2,0.5,moderately high
53901,4,8,0.5,moderately high
53902,0,2,0.0,low
53903,0,1,0.0,low
53904,0,1,0.0,low
53905,3,10,0.3,moderately low
53906,2,4,0.5,moderately high
53908,1,8,0.125,low
53909,0,1,0.0,low
53910,9,11,0.8181818181818182,high
53911,2,3,0.6666666666666666,moderately high
53912,3,5,0.6,moderately high
53916,4,9,0.4444444444444444,moderately low
53917,0,1,0.0,low
53919,2,5,0.4,moderately low
53920,15,16,0.9375,high
53921,3,9,0.3333333333333333,moderately low
53922,11,14,0.7857142857142857,high
53923,1,1,1.0,high
53924,4,5,0.8,high
53925,0,1,0.0,low
53926,4,8,0.5,moderately high
53927,2,15,0.13333333333333333,low
53928,0,1,0.0,low
53929,0,1,0.0,low
53931,0,2,0.0,low
53933,1,1,1.0,high
53934,1,2,0.5,moderately high
53935,1,2,0.5,moderately high
53937,0,1,0.0,low
53938,2,4,0.5,moderately high
53940,7,11,0.6363636363636364,moderately high
53941,3,4,0.75,high
53942,0,5,0.0,low
53943,3,4,0.75,high
53944,3,7,0.42857142857142855,moderately low
53945,0,1,0.0,low
53946,1,7,0.14285714285714285,low
53947,10,16,0.625,moderately high
53948,3,6,0.5,moderately high
53949,0,2,0.0,low
53951,15,26,0.5769230769230769,moderately high
53953,1,4,0.25,moderately low
53955,9,53,0.16981132075471697,low
53956,1,1,1.0,high
53958,0,1,0.0,low
53961,2,6,0.3333333333333333,moderately low
53962,5,12,0.4166666666666667,moderately low
53963,0,1,0.0,low
53964,5,7,0.7142857142857143,moderately high
53965,0,1,0.0,low
53967,0,1,0.0,low
53970,0,20,0.0,low
53971,4,10,0.4,moderately low
53972,2,3,0.6666666666666666,moderately high
53973,0,1,0.0,low
53974,2,3,0.6666666666666666,moderately high
53975,0,1,0.0,low
53977,2,2,1.0,high
53978,0,2,0.0,low
53979,1,3,0.3333333333333333,moderately low
53980,2,2,1.0,high
53981,3,4,0.75,high
53983,0,2,0.0,low
53984,0,2,0.0,low
53986,5,6,0.8333333333333334,high
53987,3,5,0.6,moderately high
53988,30,42,0.7142857142857143,moderately high
53989,0,6,0.0,low
53990,2,6,0.3333333333333333,moderately low
53991,0,6,0.0,low
53992,2,8,0.25,moderately low
53993,2,2,1.0,high
53994,2,2,1.0,high
53996,9,13,0.6923076923076923,moderately high
53998,2,5,0.4,moderately low
53999,1,8,0.125,low
54000,0,9,0.0,low
54003,0,1,0.0,low
54006,1,2,0.5,moderately high
54007,4,6,0.6666666666666666,moderately high
54008,1,1,1.0,high
54010,1,2,0.5,moderately high
54011,4,5,0.8,high
54012,1,1,1.0,high
54013,1,4,0.25,moderately low
54016,0,2,0.0,low
54017,5,8,0.625,moderately high
54019,0,2,0.0,low
54021,4,7,0.5714285714285714,moderately high
54022,0,1,0.0,low
54027,1,2,0.5,moderately high
54028,8,8,1.0,high
54030,0,7,0.0,low
54031,2,5,0.4,moderately low
54032,2,2,1.0,high
54033,4,9,0.4444444444444444,moderately low
54037,1,5,0.2,low
54038,1,3,0.3333333333333333,moderately low
54039,0,1,0.0,low
54040,0,3,0.0,low
54041,1,1,1.0,high
54042,0,1,0.0,low
54043,6,6,1.0,high
54044,0,2,0.0,low
54045,7,7,1.0,high
54047,0,6,0.0,low
54049,0,2,0.0,low
54050,0,4,0.0,low
54051,3,5,0.6,moderately high
54052,5,7,0.7142857142857143,moderately high
54053,1,1,1.0,high
54055,3,3,1.0,high
54056,0,1,0.0,low
54057,6,23,0.2608695652173913,moderately low
54058,1,5,0.2,low
54059,0,3,0.0,low
54060,1,1,1.0,high
54061,0,5,0.0,low
54064,1,2,0.5,moderately high
54065,2,2,1.0,high
54067,0,2,0.0,low
54068,1,4,0.25,moderately low
54069,3,3,1.0,high
54071,10,12,0.8333333333333334,high
54072,1,4,0.25,moderately low
54073,3,3,1.0,high
54074,1,5,0.2,low
54076,5,6,0.8333333333333334,high
54077,6,12,0.5,moderately high
54078,1,1,1.0,high
54079,1,5,0.2,low
54080,0,1,0.0,low
54081,8,9,0.8888888888888888,high
54082,1,4,0.25,moderately low
54083,0,1,0.0,low
54084,1,2,0.5,moderately high
54085,1,1,1.0,high
54087,2,4,0.5,moderately high
54088,3,3,1.0,high
54092,11,18,0.6111111111111112,moderately high
54093,4,6,0.6666666666666666,moderately high
54095,15,23,0.6521739130434783,moderately high
54097,7,7,1.0,high
54099,5,5,1.0,high
54100,0,3,0.0,low
54101,0,1,0.0,low
54102,9,13,0.6923076923076923,moderately high
54103,2,3,0.6666666666666666,moderately high
54104,1,1,1.0,high
54105,0,3,0.0,low
54106,0,2,0.0,low
54107,2,2,1.0,high
54108,3,7,0.42857142857142855,moderately low
54109,0,1,0.0,low
54110,1,6,0.16666666666666666,low
54111,0,2,0.0,low
54112,0,1,0.0,low
54114,4,4,1.0,high
54115,0,1,0.0,low
54116,5,8,0.625,moderately high
54118,4,4,1.0,high
54119,3,4,0.75,high
54120,3,4,0.75,high
54121,2,3,0.6666666666666666,moderately high
54122,1,4,0.25,moderately low
54123,3,7,0.42857142857142855,moderately low
54124,5,6,0.8333333333333334,high
54125,0,2,0.0,low
54126,8,11,0.7272727272727273,moderately high
54127,1,4,0.25,moderately low
54129,4,6,0.6666666666666666,moderately high
54131,1,3,0.3333333333333333,moderately low
54133,16,22,0.7272727272727273,moderately high
54134,11,17,0.6470588235294118,moderately high
54135,0,4,0.0,low
54136,0,1,0.0,low
54137,0,1,0.0,low
54138,1,3,0.3333333333333333,moderately low
54140,0,2,0.0,low
54141,2,4,0.5,moderately high
54144,11,13,0.8461538461538461,high
54145,3,9,0.3333333333333333,moderately low
54146,3,5,0.6,moderately high
54147,0,1,0.0,low
54148,1,2,0.5,moderately high
54149,0,1,0.0,low
54151,0,8,0.0,low
54152,2,4,0.5,moderately high
54153,1,1,1.0,high
54155,0,1,0.0,low
54156,0,1,0.0,low
54157,1,3,0.3333333333333333,moderately low
54158,1,2,0.5,moderately high
54159,4,6,0.6666666666666666,moderately high
54161,0,1,0.0,low
54163,0,4,0.0,low
54164,0,1,0.0,low
54165,0,3,0.0,low
54166,0,1,0.0,low
54167,2,4,0.5,moderately high
54168,5,7,0.7142857142857143,moderately high
54169,0,2,0.0,low
54171,0,2,0.0,low
54172,1,1,1.0,high
54173,0,2,0.0,low
54175,0,1,0.0,low
54177,7,10,0.7,moderately high
54179,0,1,0.0,low
54180,3,4,0.75,high
54181,0,1,0.0,low
54182,4,10,0.4,moderately low
54184,3,5,0.6,moderately high
54188,1,2,0.5,moderately high
54189,3,8,0.375,moderately low
54190,2,2,1.0,high
54191,3,6,0.5,moderately high
54192,2,2,1.0,high
54193,0,1,0.0,low
54197,1,1,1.0,high
54198,0,1,0.0,low
54199,0,1,0.0,low
54200,0,1,0.0,low
54201,1,2,0.5,moderately high
54202,0,2,0.0,low
54203,0,15,0.0,low
54204,3,5,0.6,moderately high
54205,6,8,0.75,high
54207,3,6,0.5,moderately high
54208,8,10,0.8,high
54212,5,6,0.8333333333333334,high
54213,1,1,1.0,high
54215,0,2,0.0,low
54216,2,6,0.3333333333333333,moderately low
54217,9,19,0.47368421052631576,moderately low
54218,5,16,0.3125,moderately low
54219,3,17,0.17647058823529413,low
54220,3,6,0.5,moderately high
54221,0,1,0.0,low
54222,0,7,0.0,low
54223,3,10,0.3,moderately low
54224,1,2,0.5,moderately high
54226,4,5,0.8,high
54227,2,3,0.6666666666666666,moderately high
54228,5,11,0.45454545454545453,moderately low
54231,0,1,0.0,low
54232,17,24,0.7083333333333334,moderately high
54233,0,4,0.0,low
54234,1,2,0.5,moderately high
54235,0,2,0.0,low
54236,0,2,0.0,low
54237,7,17,0.4117647058823529,moderately low
54238,15,33,0.45454545454545453,moderately low
54239,2,5,0.4,moderately low
54240,2,5,0.4,moderately low
54242,0,1,0.0,low
54243,0,3,0.0,low
54244,3,13,0.23076923076923078,low
54245,12,13,0.9230769230769231,high
54247,0,2,0.0,low
54248,1,6,0.16666666666666666,low
54249,3,6,0.5,moderately high
54250,1,1,1.0,high
54251,2,5,0.4,moderately low
54252,3,7,0.42857142857142855,moderately low
54253,0,8,0.0,low
54254,2,6,0.3333333333333333,moderately low
54256,0,2,0.0,low
54257,0,1,0.0,low
54258,1,6,0.16666666666666666,low
54259,4,7,0.5714285714285714,moderately high
54260,1,3,0.3333333333333333,moderately low
54262,5,5,1.0,high
54263,0,2,0.0,low
54264,0,2,0.0,low
54266,13,16,0.8125,high
54267,0,3,0.0,low
54269,7,13,0.5384615384615384,moderately high
54270,0,2,0.0,low
54271,1,1,1.0,high
54272,8,8,1.0,high
54273,2,3,0.6666666666666666,moderately high
54274,2,2,1.0,high
54275,1,2,0.5,moderately high
54276,2,4,0.5,moderately high
54277,31,72,0.4305555555555556,moderately low
54280,0,4,0.0,low
54281,0,4,0.0,low
54282,5,8,0.625,moderately high
54284,0,2,0.0,low
54285,0,3,0.0,low
54287,5,5,1.0,high
54288,1,3,0.3333333333333333,moderately low
54289,1,2,0.5,moderately high
54290,4,9,0.4444444444444444,moderately low
54292,2,6,0.3333333333333333,moderately low
54293,0,2,0.0,low
54294,2,6,0.3333333333333333,moderately low
54295,0,3,0.0,low
54296,1,1,1.0,high
54298,4,6,0.6666666666666666,moderately high
54300,2,3,0.6666666666666666,moderately high
54301,0,2,0.0,low
54302,1,4,0.25,moderately low
54303,1,4,0.25,moderately low
54304,3,4,0.75,high
54306,1,3,0.3333333333333333,moderately low
54308,0,1,0.0,low
54309,1,3,0.3333333333333333,moderately low
54310,1,1,1.0,high
54311,2,2,1.0,high
54312,6,13,0.46153846153846156,moderately low
54313,0,2,0.0,low
54314,6,13,0.46153846153846156,moderately low
54315,1,4,0.25,moderately low
54316,5,7,0.7142857142857143,moderately high
54317,0,2,0.0,low
54319,0,1,0.0,low
54320,4,4,1.0,high
54321,1,6,0.16666666666666666,low
54322,1,3,0.3333333333333333,moderately low
54323,2,3,0.6666666666666666,moderately high
54324,2,5,0.4,moderately low
54325,0,1,0.0,low
54326,2,2,1.0,high
54327,1,6,0.16666666666666666,low
54329,2,4,0.5,moderately high
54330,1,3,0.3333333333333333,moderately low
54331,1,1,1.0,high
54332,1,2,0.5,moderately high
54333,1,2,0.5,moderately high
54334,5,9,0.5555555555555556,moderately high
54335,2,4,0.5,moderately high
54336,7,11,0.6363636363636364,moderately high
54337,0,1,0.0,low
54338,4,6,0.6666666666666666,moderately high
54339,0,1,0.0,low
54340,0,1,0.0,low
54341,3,7,0.42857142857142855,moderately low
54342,6,13,0.46153846153846156,moderately low
54343,0,7,0.0,low
54344,1,5,0.2,low
54345,1,1,1.0,high
54347,23,29,0.7931034482758621,high
54348,3,4,0.75,high
54349,0,8,0.0,low
54350,0,1,0.0,low
54351,1,2,0.5,moderately high
54352,4,9,0.4444444444444444,moderately low
54355,2,4,0.5,moderately high
54356,8,33,0.24242424242424243,low
54358,2,5,0.4,moderately low
54359,0,1,0.0,low
54360,0,2,0.0,low
54361,4,10,0.4,moderately low
54362,1,3,0.3333333333333333,moderately low
54363,0,1,0.0,low
54364,2,3,0.6666666666666666,moderately high
54365,4,7,0.5714285714285714,moderately high
54366,7,15,0.4666666666666667,moderately low
54367,3,5,0.6,moderately high
54368,1,3,0.3333333333333333,moderately low
54369,2,9,0.2222222222222222,low
54370,1,3,0.3333333333333333,moderately low
54371,10,17,0.5882352941176471,moderately high
54372,6,9,0.6666666666666666,moderately high
54373,0,1,0.0,low
54374,1,1,1.0,high
54375,3,5,0.6,moderately high
54376,0,8,0.0,low
54377,0,3,0.0,low
54378,5,6,0.8333333333333334,high
54379,3,4,0.75,high
54381,7,11,0.6363636363636364,moderately high
54383,1,6,0.16666666666666666,low
54385,8,11,0.7272727272727273,moderately high
54386,1,1,1.0,high
54387,2,3,0.6666666666666666,moderately high
54388,8,8,1.0,high
54389,0,3,0.0,low
54390,10,15,0.6666666666666666,moderately high
54392,0,3,0.0,low
54393,0,3,0.0,low
54394,0,1,0.0,low
54395,4,15,0.26666666666666666,moderately low
54396,1,4,0.25,moderately low
54398,16,27,0.5925925925925926,moderately high
54399,0,3,0.0,low
54400,2,2,1.0,high
54401,1,1,1.0,high
54403,1,7,0.14285714285714285,low
54404,1,1,1.0,high
54405,3,6,0.5,moderately high
54406,1,6,0.16666666666666666,low
54408,2,3,0.6666666666666666,moderately high
54409,4,12,0.3333333333333333,moderately low
54410,4,8,0.5,moderately high
54411,6,10,0.6,moderately high
54412,0,1,0.0,low
54413,1,1,1.0,high
54421,2,3,0.6666666666666666,moderately high
54422,0,11,0.0,low
54423,1,2,0.5,moderately high
54424,21,34,0.6176470588235294,moderately high
54426,0,1,0.0,low
54427,1,1,1.0,high
54428,0,1,0.0,low
54429,4,5,0.8,high
54430,5,8,0.625,moderately high
54431,1,1,1.0,high
54432,0,3,0.0,low
54434,1,17,0.058823529411764705,low
54435,7,7,1.0,high
54437,0,1,0.0,low
54440,5,8,0.625,moderately high
54441,6,10,0.6,moderately high
54442,2,3,0.6666666666666666,moderately high
54446,0,1,0.0,low
54447,2,5,0.4,moderately low
54448,0,1,0.0,low
54449,3,5,0.6,moderately high
54450,10,12,0.8333333333333334,high
54451,0,3,0.0,low
54452,0,2,0.0,low
54454,1,7,0.14285714285714285,low
54455,4,5,0.8,high
54456,0,2,0.0,low
54457,11,18,0.6111111111111112,moderately high
54460,0,1,0.0,low
54461,5,6,0.8333333333333334,high
54462,46,86,0.5348837209302325,moderately high
54464,0,1,0.0,low
54465,2,5,0.4,moderately low
54466,7,8,0.875,high
54467,2,2,1.0,high
54468,0,2,0.0,low
54469,1,5,0.2,low
54470,0,1,0.0,low
54471,6,15,0.4,moderately low
54473,0,2,0.0,low
54475,0,1,0.0,low
54476,8,15,0.5333333333333333,moderately high
54477,2,2,1.0,high
54480,5,9,0.5555555555555556,moderately high
54481,3,5,0.6,moderately high
54482,7,16,0.4375,moderately low
54483,0,2,0.0,low
54484,1,3,0.3333333333333333,moderately low
54486,2,3,0.6666666666666666,moderately high
54487,0,2,0.0,low
54488,1,2,0.5,moderately high
54489,0,19,0.0,low
54490,2,5,0.4,moderately low
54491,1,2,0.5,moderately high
54494,3,4,0.75,high
54495,13,24,0.5416666666666666,moderately high
54498,4,5,0.8,high
54499,3,7,0.42857142857142855,moderately low
54500,1,1,1.0,high
54501,2,4,0.5,moderately high
54502,0,1,0.0,low
54503,2,7,0.2857142857142857,moderately low
54504,0,1,0.0,low
54505,2,4,0.5,moderately high
54506,3,5,0.6,moderately high
54507,1,6,0.16666666666666666,low
54509,0,3,0.0,low
54510,1,2,0.5,moderately high
54511,0,1,0.0,low
54512,18,28,0.6428571428571429,moderately high
54513,1,2,0.5,moderately high
54514,0,2,0.0,low
54515,0,1,0.0,low
54517,5,12,0.4166666666666667,moderately low
54519,0,1,0.0,low
54525,0,3,0.0,low
54530,1,6,0.16666666666666666,low
54531,0,6,0.0,low
54534,0,1,0.0,low
54535,1,5,0.2,low
54536,0,5,0.0,low
54537,1,2,0.5,moderately high
54540,2,3,0.6666666666666666,moderately high
54541,2,5,0.4,moderately low
54542,1,2,0.5,moderately high
54544,1,3,0.3333333333333333,moderately low
54547,0,1,0.0,low
54548,5,5,1.0,high
54549,0,2,0.0,low
54550,4,10,0.4,moderately low
54551,1,2,0.5,moderately high
54553,0,10,0.0,low
54554,2,2,1.0,high
54555,6,11,0.5454545454545454,moderately high
54559,1,3,0.3333333333333333,moderately low
54560,0,2,0.0,low
54561,2,4,0.5,moderately high
54562,0,2,0.0,low
54564,1,2,0.5,moderately high
54565,0,8,0.0,low
54566,1,1,1.0,high
54567,0,1,0.0,low
54568,4,9,0.4444444444444444,moderately low
54569,0,1,0.0,low
54571,0,1,0.0,low
54573,5,6,0.8333333333333334,high
54574,0,2,0.0,low
54575,1,1,1.0,high
54576,0,1,0.0,low
54577,4,4,1.0,high
54578,3,3,1.0,high
54580,10,19,0.5263157894736842,moderately high
54581,4,8,0.5,moderately high
54582,1,1,1.0,high
54584,0,1,0.0,low
54587,4,12,0.3333333333333333,moderately low
54591,4,8,0.5,moderately high
54592,0,2,0.0,low
54593,1,4,0.25,moderately low
54594,2,3,0.6666666666666666,moderately high
54595,3,7,0.42857142857142855,moderately low
54596,2,6,0.3333333333333333,moderately low
54597,6,8,0.75,high
54598,1,3,0.3333333333333333,moderately low
54599,6,6,1.0,high
54602,3,5,0.6,moderately high
54605,4,5,0.8,high
54606,1,3,0.3333333333333333,moderately low
54607,1,2,0.5,moderately high
54608,5,9,0.5555555555555556,moderately high
54609,0,2,0.0,low
54610,1,1,1.0,high
54611,0,5,0.0,low
54615,0,5,0.0,low
54616,1,1,1.0,high
54617,0,1,0.0,low
54618,0,2,0.0,low
54619,0,3,0.0,low
54621,0,2,0.0,low
54622,0,1,0.0,low
54623,3,7,0.42857142857142855,moderately low
54626,9,15,0.6,moderately high
54629,0,1,0.0,low
54630,4,5,0.8,high
54631,2,3,0.6666666666666666,moderately high
54633,2,5,0.4,moderately low
54634,4,8,0.5,moderately high
54635,0,2,0.0,low
54637,0,1,0.0,low
54639,0,4,0.0,low
54640,2,4,0.5,moderately high
54641,2,7,0.2857142857142857,moderately low
54644,0,1,0.0,low
54646,0,2,0.0,low
54647,0,4,0.0,low
54648,0,1,0.0,low
54649,0,1,0.0,low
54650,1,5,0.2,low
54651,0,1,0.0,low
54652,1,4,0.25,moderately low
54653,1,2,0.5,moderately high
54654,0,1,0.0,low
54655,0,3,0.0,low
54657,4,5,0.8,high
54658,3,4,0.75,high
54659,0,1,0.0,low
54661,1,1,1.0,high
54664,3,4,0.75,high
54667,0,1,0.0,low
54670,1,12,0.08333333333333333,low
54671,1,2,0.5,moderately high
54672,0,1,0.0,low
54675,0,2,0.0,low
54676,0,1,0.0,low
54679,3,8,0.375,moderately low
54681,6,8,0.75,high
54682,0,3,0.0,low
54683,1,3,0.3333333333333333,moderately low
54688,0,1,0.0,low
54689,0,3,0.0,low
54692,7,11,0.6363636363636364,moderately high
54693,0,2,0.0,low
54695,3,3,1.0,high
54696,4,17,0.23529411764705882,low
54698,1,2,0.5,moderately high
54701,0,1,0.0,low
54703,3,3,1.0,high
54704,6,7,0.8571428571428571,high
54705,6,9,0.6666666666666666,moderately high
54706,1,4,0.25,moderately low
54707,0,3,0.0,low
54708,1,1,1.0,high
54709,0,1,0.0,low
54710,0,5,0.0,low
54712,0,2,0.0,low
54713,0,1,0.0,low
54714,1,2,0.5,moderately high
54715,3,10,0.3,moderately low
54717,6,8,0.75,high
54720,15,22,0.6818181818181818,moderately high
54721,1,1,1.0,high
54723,0,2,0.0,low
54725,2,2,1.0,high
54726,3,4,0.75,high
54727,2,6,0.3333333333333333,moderately low
54728,2,2,1.0,high
54731,2,3,0.6666666666666666,moderately high
54732,0,1,0.0,low
54733,9,10,0.9,high
54734,1,1,1.0,high
54735,1,1,1.0,high
54736,0,2,0.0,low
54738,1,1,1.0,high
54739,0,1,0.0,low
54740,1,2,0.5,moderately high
54743,2,6,0.3333333333333333,moderately low
54745,1,2,0.5,moderately high
54746,3,7,0.42857142857142855,moderately low
54750,3,3,1.0,high
54754,5,6,0.8333333333333334,high
54757,2,5,0.4,moderately low
54758,1,3,0.3333333333333333,moderately low
54760,0,3,0.0,low
54761,1,11,0.09090909090909091,low
54767,16,24,0.6666666666666666,moderately high
54769,0,3,0.0,low
54770,0,4,0.0,low
54771,4,5,0.8,high
54772,0,1,0.0,low
54773,1,2,0.5,moderately high
54774,0,1,0.0,low
54775,0,1,0.0,low
54776,4,7,0.5714285714285714,moderately high
54781,0,1,0.0,low
54782,1,5,0.2,low
54784,3,4,0.75,high
54787,3,4,0.75,high
54788,3,4,0.75,high
54790,6,7,0.8571428571428571,high
54791,1,12,0.08333333333333333,low
54792,4,8,0.5,moderately high
54794,2,7,0.2857142857142857,moderately low
54795,6,6,1.0,high
54797,1,2,0.5,moderately high
54799,5,11,0.45454545454545453,moderately low
54801,1,6,0.16666666666666666,low
54802,5,6,0.8333333333333334,high
54804,2,6,0.3333333333333333,moderately low
54805,3,5,0.6,moderately high
54806,3,3,1.0,high
54807,4,6,0.6666666666666666,moderately high
54808,0,9,0.0,low
54809,6,6,1.0,high
54810,7,11,0.6363636363636364,moderately high
54811,1,15,0.06666666666666667,low
54815,4,4,1.0,high
54819,0,1,0.0,low
54820,1,2,0.5,moderately high
54821,19,36,0.5277777777777778,moderately high
54823,3,6,0.5,moderately high
54825,0,1,0.0,low
54827,0,1,0.0,low
54829,0,1,0.0,low
54830,1,2,0.5,moderately high
54831,5,5,1.0,high
54834,0,3,0.0,low
54835,0,2,0.0,low
54836,0,3,0.0,low
54837,0,3,0.0,low
54838,0,2,0.0,low
54840,3,7,0.42857142857142855,moderately low
54842,2,4,0.5,moderately high
54843,1,3,0.3333333333333333,moderately low
54845,6,13,0.46153846153846156,moderately low
54847,3,6,0.5,moderately high
54849,0,1,0.0,low
54851,0,2,0.0,low
54852,1,15,0.06666666666666667,low
54854,1,2,0.5,moderately high
54855,29,53,0.5471698113207547,moderately high
54856,9,12,0.75,high
54858,9,12,0.75,high
54860,8,10,0.8,high
54863,2,5,0.4,moderately low
54864,1,3,0.3333333333333333,moderately low
54865,3,4,0.75,high
54868,1,2,0.5,moderately high
54869,0,1,0.0,low
54870,2,2,1.0,high
54872,1,5,0.2,low
54875,0,1,0.0,low
54877,2,3,0.6666666666666666,moderately high
54879,2,8,0.25,moderately low
54881,0,1,0.0,low
54882,12,15,0.8,high
54884,3,15,0.2,low
54886,10,18,0.5555555555555556,moderately high
54890,8,11,0.7272727272727273,moderately high
54893,3,12,0.25,moderately low
54894,9,11,0.8181818181818182,high
54899,0,1,0.0,low
54903,2,5,0.4,moderately low
54904,3,7,0.42857142857142855,moderately low
54907,1,2,0.5,moderately high
54908,1,5,0.2,low
54911,13,23,0.5652173913043478,moderately high
54914,0,7,0.0,low
54915,0,1,0.0,low
54917,6,15,0.4,moderately low
54918,12,15,0.8,high
54926,2,5,0.4,moderately low
54927,3,5,0.6,moderately high
54928,13,24,0.5416666666666666,moderately high
54929,2,4,0.5,moderately high
54931,3,5,0.6,moderately high
54933,1,1,1.0,high
54934,4,12,0.3333333333333333,moderately low
54935,6,6,1.0,high
54937,1,2,0.5,moderately high
54938,0,1,0.0,low
54940,6,6,1.0,high
54941,2,3,0.6666666666666666,moderately high
54942,10,14,0.7142857142857143,moderately high
54943,4,8,0.5,moderately high
54945,4,8,0.5,moderately high
54946,1,5,0.2,low
54947,2,4,0.5,moderately high
54948,0,1,0.0,low
54953,1,1,1.0,high
54954,2,5,0.4,moderately low
54956,1,3,0.3333333333333333,moderately low
54957,4,7,0.5714285714285714,moderately high
54959,3,7,0.42857142857142855,moderately low
54960,4,13,0.3076923076923077,moderately low
54961,0,3,0.0,low
54962,0,9,0.0,low
54965,6,7,0.8571428571428571,high
54966,2,2,1.0,high
54969,0,1,0.0,low
54971,0,3,0.0,low
54972,1,1,1.0,high
54974,0,1,0.0,low
54977,0,1,0.0,low
54978,2,3,0.6666666666666666,moderately high
54980,0,4,0.0,low
54981,1,4,0.25,moderately low
54982,10,17,0.5882352941176471,moderately high
54983,3,10,0.3,moderately low
54986,0,3,0.0,low
54987,1,2,0.5,moderately high
54989,1,9,0.1111111111111111,low
54990,1,3,0.3333333333333333,moderately low
54993,0,1,0.0,low
54994,5,9,0.5555555555555556,moderately high
54999,1,6,0.16666666666666666,low
55000,2,3,0.6666666666666666,moderately high
55003,0,4,0.0,low
55009,2,12,0.16666666666666666,low
55012,2,4,0.5,moderately high
55013,5,7,0.7142857142857143,moderately high
55014,4,10,0.4,moderately low
55015,1,3,0.3333333333333333,moderately low
55016,1,1,1.0,high
55017,9,9,1.0,high
55021,22,25,0.88,high
55022,5,16,0.3125,moderately low
55024,3,3,1.0,high
55025,5,11,0.45454545454545453,moderately low
55028,5,14,0.35714285714285715,moderately low
55029,34,35,0.9714285714285714,high
55031,15,16,0.9375,high
55033,3,4,0.75,high
55035,14,18,0.7777777777777778,high
55037,4,8,0.5,moderately high
55041,14,25,0.56,moderately high
55044,0,1,0.0,low
55045,8,9,0.8888888888888888,high
55046,2,2,1.0,high
55047,0,3,0.0,low
55050,3,4,0.75,high
55051,6,7,0.8571428571428571,high
55052,5,7,0.7142857142857143,moderately high
55056,0,1,0.0,low
55057,0,1,0.0,low
55061,0,4,0.0,low
55066,0,4,0.0,low
55067,3,8,0.375,moderately low
55068,9,16,0.5625,moderately high
55069,2,3,0.6666666666666666,moderately high
55072,7,11,0.6363636363636364,moderately high
55076,0,2,0.0,low
55077,0,1,0.0,low
55078,2,2,1.0,high
55085,5,15,0.3333333333333333,moderately low
55087,0,1,0.0,low
55088,2,5,0.4,moderately low
55093,22,34,0.6470588235294118,moderately high
55094,4,7,0.5714285714285714,moderately high
55096,6,11,0.5454545454545454,moderately high
55098,0,3,0.0,low
55100,0,3,0.0,low
55101,5,8,0.625,moderately high
55103,0,1,0.0,low
55105,8,8,1.0,high
55106,1,3,0.3333333333333333,moderately low
55108,1,2,0.5,moderately high
55109,5,5,1.0,high
55113,1,1,1.0,high
55114,3,6,0.5,moderately high
55115,0,10,0.0,low
55118,0,2,0.0,low
55119,0,1,0.0,low
55121,0,1,0.0,low
55126,1,2,0.5,moderately high
55127,17,29,0.5862068965517241,moderately high
55128,0,3,0.0,low
55131,1,5,0.2,low
55138,8,15,0.5333333333333333,moderately high
55139,0,1,0.0,low
55140,1,3,0.3333333333333333,moderately low
55141,1,13,0.07692307692307693,low
